stop_id,stop_name
M18,Delancey St-Essex St
M18N,Delancey St-Essex St
M18S,Delancey St-Essex St
M19,Bowery
M19N,Bowery
M19S,Bowery
M20,Canal St
M20N,Canal St
M20S,Canal St
M21,Chambers St
M21N,Chambers St
M21S,Chambers St
M22,Fulton St
M22N,Fulton St
M22S,Fulton St
M23,Broad St
M23N,Broad St
M23S,Broad St
N02,8 Av
N02N,8 Av
N02S,8 Av
N03,Fort Hamilton Pkwy
N03N,Fort Hamilton Pkwy
N03S,Fort Hamilton Pkwy
N04,New Utrecht Av
N04N,New Utrecht Av
N04S,New Utrecht Av
N05,18 Av
N05N,18 Av
N05S,18 Av
N06,20 Av
N06N,20 Av
N06S,20 Av
N07,Bay Pkwy
N07N,Bay Pkwy
N07S,Bay Pkwy
N08,Kings Hwy
N08N,Kings Hwy
N08S,Kings Hwy
N09,Avenue U
N09N,Avenue U
N09S,Avenue U
N10,86 St
N10N,86 St
N10S,86 St
Q01,Canal St
Q01N,Canal St
Q01S,Canal St
Q03,72 St
Q03N,72 St
Q03S,72 St
Q04,86 St
Q04N,86 St
Q04S,86 St
Q05,96 St
Q05N,96 St
Q05S,96 St
R01,Astoria-Ditmars Blvd
R01N,Astoria-Ditmars Blvd
R01S,Astoria-Ditmars Blvd
R03,Astoria Blvd
R03N,Astoria Blvd
R03S,Astoria Blvd
R04,30 Av
R04N,30 Av
R04S,30 Av
R05,Broadway
R05N,Broadway
R05S,Broadway
R06,36 Av
R06N,36 Av
R06S,36 Av
R08,39 Av-Dutch Kills
R08N,39 Av-Dutch Kills
R08S,39 Av-Dutch Kills
R09,Queensboro Plaza
R09N,Queensboro Plaza
R09S,Queensboro Plaza
R11,Lexington Av/59 St
R11N,Lexington Av/59 St
R11S,Lexington Av/59 St
R13,5 Av/59 St
R13N,5 Av/59 St
R13S,5 Av/59 St
R14,57 St-7 Av
R14N,57 St-7 Av
R14S,57 St-7 Av
R15,49 St
R15N,49 St
R15S,49 St
R16,Times Sq-42 St
R16N,Times Sq-42 St
R16S,Times Sq-42 St
R17,34 St-Herald Sq
R17N,34 St-Herald Sq
R17S,34 St-Herald Sq
R18,28 St
R18N,28 St
R18S,28 St
R19,23 St
R19N,23 St
R19S,23 St
R20,14 St-Union Sq
R20N,14 St-Union Sq
R20S,14 St-Union Sq
R21,8 St-NYU
R21N,8 St-NYU
R21S,8 St-NYU
R22,Prince St
R22N,Prince St
R22S,Prince St
R23,Canal St
R23N,Canal St
R23S,Canal St
R24,City Hall
R24N,City Hall
R24S,City Hall
R25,Cortlandt St
R25N,Cortlandt St
R25S,Cortlandt St
R26,Rector St
R26N,Rector St
R26S,Rector St
R27,Whitehall St-South Ferry
R27N,Whitehall St-South Ferry
R27S,Whitehall St-South Ferry
R28,Court St
R28N,Court St
R28S,Court St
R29,Jay St-MetroTech
R29N,Jay St-MetroTech
R29S,Jay St-MetroTech
R30,DeKalb Av
R30N,DeKalb Av
R30S,DeKalb Av
R31,Atlantic Av-Barclays Ctr
R31N,Atlantic Av-Barclays Ctr
R31S,Atlantic Av-Barclays Ctr
R32,Union St
R32N,Union St
R32S,Union St
R33,4 Av-9 St
R33N,4 Av-9 St
R33S,4 Av-9 St
R34,Prospect Av
R34N,Prospect Av
R34S,Prospect Av
R35,25 St
R35N,25 St
R35S,25 St
R36,36 St
R36N,36 St
R36S,36 St
R39,45 St
R39N,45 St
R39S,45 St
R40,53 St
R40N,53 St
R40S,53 St
R41,59 St
R41N,59 St
R41S,59 St
R42,Bay Ridge Av
R42N,Bay Ridge Av
R42S,Bay Ridge Av
R43,77 St
R43N,77 St
R43S,77 St
R44,86 St
R44N,86 St
R44S,86 St
R45,Bay Ridge-95 St
R45N,Bay Ridge-95 St
R45S,Bay Ridge-95 St
S01,Franklin Av
S01N,Franklin Av
S01S,Franklin Av
S03,Park Pl
S03N,Park Pl
S03S,Park Pl
S04,Botanic Garden
S04N,Botanic Garden
S04S,Botanic Garden
S09,Tottenville
S09N,Tottenville
S09S,Tottenville
S11,Arthur Kill
S11N,Arthur Kill
S11S,Arthur Kill
S13,Richmond Valley
S13N,Richmond Valley
S13S,Richmond Valley
S14,Pleasant Plains
S14N,Pleasant Plains
S14S,Pleasant Plains
S15,Prince's Bay
S15N,Prince's Bay
S15S,Prince's Bay
S16,Huguenot
S16N,Huguenot
S16S,Huguenot
S17,Annadale
S17N,Annadale
S17S,Annadale
S18,Eltingville
S18N,Eltingville
S18S,Eltingville
S19,Great Kills
S19N,Great Kills
S19S,Great Kills
S20,Bay Terrace
S20N,Bay Terrace
S20S,Bay Terrace
S21,Oakwood Heights
S21N,Oakwood Heights
S21S,Oakwood Heights
S22,New Dorp
S22N,New Dorp
S22S,New Dorp
S23,Grant City
S23N,Grant City
S23S,Grant City
S24,Jefferson Av
S24N,Jefferson Av
S24S,Jefferson Av
S25,Dongan Hills
S25N,Dongan Hills
S25S,Dongan Hills
S26,Old Town
S26N,Old Town
S26S,Old Town
S27,Grasmere
S27N,Grasmere
S27S,Grasmere
S28,Clifton
S28N,Clifton
S28S,Clifton
S29,Stapleton
S29N,Stapleton
S29S,Stapleton
S30,Tompkinsville
S30N,Tompkinsville
S30S,Tompkinsville
S31,St George
S31N,St George
S31S,St George
100014,BEDFORD PK BLVD/GRAND CONCOURSE
100017,PAUL AV/W 205 ST
100018,PAUL AV/WEST MOSHOLU PKWY SOUTH
100019,GRAND CONCOURSE/E 138 ST
100020,GRAND CONCOURSE/E 144 ST
100021,GRAND CONCOURSE/E 149 ST
100022,GRAND CONCOURSE/E 153 ST
100025,GRAND CONCOURSE/E 161 ST
100026,GRAND CONCOURSE/E 163 ST
100027,GRAND CONCOURSE/E 165 ST
100028,GRAND CONCOURSE/MCCLELLAN ST
100029,GRAND CONCOURSE/E 167 ST
100030,GRAND CONCOURSE/E 169 ST
100033,GRAND CONCOURSE/MOUNT EDEN AV
100035,GRAND CONCOURSE/E 175 ST
100038,GRAND CONCOURSE/E 179 ST
100039,GRAND CONCOURSE/EAST BURNSIDE AV
100040,GRAND CONCOURSE/E 180 ST
100041,GRAND CONCOURSE/E 182 ST
100044,GRAND CONCOURSE/E 187 ST
100045,GRAND CONCOURSE/E FORDHAM RD
100047,GRAND CONCOURSE/EAST KINGSBRIDGE RD
100048,GRAND CONCOURSE/E 196 ST
100049,GRAND CONCOURSE/E 198 ST
100052,GRAND CONCOURSE/E 206 ST
100053,GRAND CONCOURSE/EAST MOSHOLU PKWY SOUTH
100054,EAST MOSHOLU PKWY SOUTH/JEROME AV
100055,WEST MOSHOLU PKWY SOUTH/PAUL AV
100056,SEDGWICK AV/DICKINSON AV
100057,SEDGWICK AV/HILLMAN AV
100058,SEDGWICK AV/VAN CORTLANDT AV WEST
100059,SEDGWICK AV/STEVENSON PL
100060,SEDGWICK AV/GILES PL
100061,SEDGWICK AV/FORT INDEPENDENCE ST
100062,HEATH AV/SUMMIT PL
100063,ALBANY CR/BAILEY AV
100064,W 231 ST/BAILEY AV
100065,W 231 ST/BROADWAY
100066,W 231 ST/KINGSBRIDGE AV
100068,RIVERDALE AV/GREYSTONE AV
100069,RIVERDALE AV/W 236 ST
100070,RIVERDALE AV/W 238 ST
100071,HENRY HUDSON PKWY EAST/W 239 ST
100076,RIVERDALE AV/W 238 ST
100077,RIVERDALE AV/W 236 ST
100080,PAUL AV/BEDFORD PARK BLVD
100082,W 231 ST/RIVERDALE AV
100084,W 231 ST/BROADWAY
100085,W 231 ST/BAILEY AV
100087,HEATH AV/SUMMIT PL
100088,SEDGWICK AV/FORT INDEPENDENCE ST
100089,SEDGWICK AV/GILES PL
100090,SEDGWICK AV/STEVENSON PL 1
100096,GRAND CONCOURSE/VAN CORTLANDT AV EAST
100098,GRAND CONCOURSE/BEDFORD PK BLVD
100100,GRAND CONCOURSE/E 196 ST
100101,GRAND CONCOURSE/EAST KINGSBRIDGE RD
100102,GRAND CONCOURSE/E 192 ST
100103,GRAND CONCOURSE/E FORDHAM RD
100107,GRAND CONCOURSE/E 182 ST
100108,GRAND CONCOURSE/E 181 ST
100109,GRAND CONCOURSE/EAST BURNSIDE AV
100110,GRAND CONCOURSE/E 179 ST
100112,GRAND CONCOURSE/MORRIS AV
100113,GRAND CONCOURSE/E 174 ST
100114,GRAND CONCOURSE/EAST MOUNT EDEN AV
100115,GRAND CONCOURSE/E 172 ST
100117,GRAND CONCOURSE/E CLARKE PL
100118,GRAND CONCOURSE/E 167 ST
100119,GRAND CONCOURSE/McCLELLAN ST
100126,MELROSE AV/E 158 ST
100129,MELROSE AV/E 152 ST
100131,GRAND CONCOURSE/E 165 ST
100132,GRAND CONCOURSE/E 163 ST
100133,GRAND CONCOURSE/E 161 ST
100135,GRAND CONCOURSE/E 156 ST
100136,GRAND CONCOURSE/E 153 ST
100138,GRAND CONCOURSE/E 149 ST
100139,GRAND CONCOURSE/E 144 ST
100140,GRAND CONCOURSE/E 138 ST
100148,UNIVERSITY AV/GEORGE WASHINGTON BRIDGE
100149,UNIVERSITY AV/W 174 ST
100151,UNIVERSITY AV/W 176 ST
100152,UNIVERSITY AV/WEST TREMONT AV
100155,UNIVERSITY AV/WEST BURNSIDE AV
100156,UNIVERSITY AV/W 181 ST
100157,UNIVERSITY AV/W 183 ST
100159,UNIVERSITY AV/WEST FORDHAM RD
100161,UNIVERSITY AV/W 190 ST
100162,UNIVERSITY AV/W 192 ST
100164,WEST KINGSBRIDGE RD/SEDGWICK AV
100166,SEDGWICK AV/W 197 ST
100169,FORT INDEPENDENCE ST/GILES PL
100170,FORT INDEPENDENCE ST/BAILEY PL
100171,W 238 ST/ORLOFF AV
100172,W 238 ST/BAILEY AV
100173,W 238 ST/BROADWAY
100176,W 238 ST/BROADWAY
100177,W 238 ST/BAILEY AV
100178,W 238 ST/ORLOFF AV
100179,FORT INDEPENDENCE ST/BAILEY PL
100180,FORT INDEPENDENCE ST/HEATH AV
100183,SEDGWICK AV/W 197 ST
100187,UNIVERSITY AV/W 192 ST
100188,UNIVERSITY AV/W 190 ST
100189,UNIVERSITY AV/WEST FORDHAM RD
100191,UNIVERSITY AV/W 183 ST
100195,UNIVERSITY AV/WEST TREMONT AV
100199,UNIVERSITY AV/G W BRIDGE ENTRANCE RAMP
100204,WESTCHESTER AV/SAINT ANN'S AV
100206,WESTCHESTER AV/JACKSON AV
100207,WESTCHESTER AV/E 156 ST
100209,WESTCHESTER AV/PROSPECT AV
100211,WESTCHESTER AV/REV J POLITE AV
100212,WESTCHESTER AV/INTERVALE AV
100214,WESTCHESTER AV/SIMPSON ST
100219,WESTCHESTER AV/WHITLOCK AV
100221,WESTCHESTER AV/ELDER AV
100223,WESTCHESTER AV/MANOR AV
100224,WESTCHESTER AV/MORRISON AV
100227,WESTCHESTER AV/SAINT LAWRENCE AV
100230,WESTCHESTER AV/WHITE PLAINS RD
100232,WESTCHESTER AV/PUGSLEY AV
100233,WESTCHESTER AV/OLMSTEAD AV
100234,WESTCHESTER AV/CASTLE HILL AV
100235,WESTCHESTER AV/ZEREGA AV
100236,WESTCHESTER AV/SAINT PETERS AV
100239,WESTCHESTER AV/SAINT PETERS AV
100240,WESTCHESTER AV/ZEREGA AV
100242,WESTCHESTER AV/CASTLE HILL AV
100243,WESTCHESTER AV/OLMSTEAD AV
100244,WESTCHESTER AV/PUGSLEY AV
100245,HUGH GRANT CIRCLE/CROSS BRONX EXPWY SERVICE RD
100246,WESTCHESTER AV/WHITE PLAINS RD
100249,WESTCHESTER AV/SAINT LAWRENCE AV
100253,WESTCHESTER AV/MORRISON AV
100254,WESTCHESTER AV/MANOR AV
100256,WESTCHESTER AV/ELDER AV
100259,WESTCHESTER AV/HOME ST
100260,WESTCHESTER AV/HOE AV
100261,WESTCHESTER AV/SIMPSON ST
100264,WESTCHESTER AV/E 163 ST
100265,WESTCHESTER AV/PROSPECT AV
100267,WESTCHESTER AV/TINTON AV
100268,WESTCHESTER AV/JACKSON AV
100270,WESTCHESTER AV/SAINT ANN'S AV
100273,SOUTHERN BLVD/WESTCHESTER AV
100276,STORY AV/COLGATE AV
100277,STORY AV/ELDER AV
100278,STORY AV/BOYNTON AV
100279,STORY AV/MORRISON AV
100280,STORY AV/METCALF AV
100281,STORY AV/NOBLE AV
100282,STORY AV/ROSEDALE AV
100284,STORY AV/THIERIOT AV
100294,BRUCKNER BLVD/EAST TREMONT AV
100295,BRUCKNER BLVD/LOGAN AV
100296,BRUCKNER BLVD/KEARNEY AV
100298,MACDONOUGH PL/COUNTRY CLUB RD
100299,BRUCKNER BLVD/MIDDLETOWN RD
100304,PELHAM PKWY/EASTCHESTER RD
100305,PELHAM PKWY/SEYMOUR AV
100306,PELHAM PKWY/THROOP AV
100317,PELHAM PKWY/EASTCHESTER RD
100318,PELHAM PKWY/STILLWELL AV
100319,PELHAM PKWY/ST PAUL AV
100322,BRUCKNER BLVD/WILLOW LA
100323,BRUCKNER BLVD/ROBERTS AV
100324,BRUCKNER BLVD/MIDDLETOWN RD
100325,BRUCKNER BLVD/JARVIS AV
100326,BRUCKNER BLVD/CODDINGTON AV
100328,BRUCKNER BLVD/BAISLEY AV
100329,BRUCKNER BLVD/CROSBY AV
100330,BRUCKNER BLVD/EAST TREMONT AV
100331,BRUCKNER BLVD/GIFFORD AV
100337,STORY AV/BOLTON AV
100339,STORY AV/TAYLOR AV
100340,STORY AV/ROSEDALE AV
100341,STORY AV/SOUNDVIEW AV
100342,STORY AV/FTELEY AV
100343,STORY AV/MORRISON AV
100344,STORY AV/BOYNTON AV
100347,STORY AV/BRONX RIVER AV
100363,E 161 ST/RIVER AV
100366,E 161 ST/CONCOURSE VILLAGE EAST
100368,E 161 ST/MELROSE AV
100369,ELTON AV/E 161 ST
100370,E 163 ST/3 AV
100373,E 163 ST/TINTON AV
100374,E 163 ST/PROSPECT AV
100376,E 163 ST/WESTCHESTER AV
100379,E 163 ST/FOX ST
100382,HUNTS POINT AV/SENECA AV
100384,HUNTS POINT AV/COSTER ST
100385,SPOFFORD AV/BRYANT AV
100415,HUNTS POINT AV/SPOFFORD AV
100416,HUNTS POINT AV/FAILE ST
100419,HUNTS POINT AV/SENECA AV
100424,E 163 ST/WESTCHESTER AV
100425,E 163 ST/PROSPECT AV
100428,E 163 ST/TRINITY AV
100431,E 161 ST/MELROSE AV
100449,BROADWAY/W 225 ST
100450,BROADWAY/W 228 ST
100451,BROADWAY/EXTERIOR ST
100459,HENRY HUDSON PKWY EAST/W 246 ST
100460,HENRY HUDSON PKWY EAST /W 250 ST
100461,HENRY HUDSON PKWY EAST/W 252 ST
100462,RIVERDALE AV/W 254 ST
100463,RIVERDALE AV/W 256 ST
100464,RIVERDALE AV/W 259 ST
100465,RIVERDALE AV/W 260 ST
100466,RIVERDALE AV/W 261 ST
100469,RIVERDALE AV/W 261 ST
100470,RIVERDALE AV/W 260 ST
100471,RIVERDALE AV/W 259 ST
100472,RIVERDALE AV/W 256 ST
100473,RIVERDALE AV/W 254 ST
100474,HENRY HUDSON PKWY WEST/W 252 ST
100475,HENRY HUDSON PKWY WEST/W 249 ST
100482,KINGSBRIDGE AV/W 230 ST
100483,W 230 ST/BROADWAY
100484,BROADWAY/W 228 ST
100485,BROADWAY/W 225 ST
100492,WILLIAMSBRIDGE RD/EASTCHESTER RD
100493,WILLIAMSBRIDGE RD/PIERCE AV
100494,WILLIAMSBRIDGE RD/MORRIS PARK AV
100495,WILLIAMSBRIDGE RD/RHINELANDER AV
100496,WILLIAMSBRIDGE RD/NEILL AV
100499,WILLIAMSBRIDGE RD/ASTOR AV
100500,WILLIAMSBRIDGE RD/MACE AV
100501,WILLIAMSBRIDGE RD/ALLERTON AV
100502,WILLIAMSBRIDGE RD/BOSTON RD
100504,BRONXWOOD AV/ADEE AV
100505,BRONXWOOD AV/BURKE AV
100506,BRONXWOOD AV/DUNCAN ST
100508,BRONXWOOD AV/TILDEN ST
100510,BRONXWOOD AV/E 216 ST
100511,BRONXWOOD AV/E 218 ST
100513,BRONXWOOD AV/E 222 ST
100515,E 226 ST/BRONXWOOD AV
100517,E 226 ST/WHITE PLAINS RD
100522,BRONXWOOD AV/E 222 ST
100524,BRONXWOOD AV/E 218 ST
100525,BRONXWOOD AV/E 216 ST
100527,BRONXWOOD AV/TILDEN ST
100528,BRONXWOOD AV/EAST GUN HILL RD
100529,BRONXWOOD AV/BARTHOLDI ST
100530,BRONXWOOD AV/BURKE AV
100531,BRONXWOOD AV/ADEE AV
100533,WILLIAMSBRIDGE RD/BOSTON RD
100534,WILLIAMSBRIDGE RD/ALLERTON AV
100535,WILLIAMSBRIDGE RD/MACE AV
100536,WILLIAMSBRIDGE RD/ASTOR AV
100537,WILLIAMSBRIDGE RD/PELHAM PKWY NORTH
100538,WILLIAMSBRIDGE RD/PELHAM PKWY SOUTH
100539,WILLIAMSBRIDGE RD/NEILL AV
100540,WILLIAMSBRIDGE RD/RHINELANDER AV
100541,WILLIAMSBRIDGE RD/MORRIS PARK AV
100542,WILLIAMSBRIDGE RD/PIERCE AV
100543,WILLIAMSBRIDGE RD/SILVER ST
100558,E 180 ST/BOSTON RD
100559,E 180 ST/DALY AV
100560,E 180 ST/CROTONA PKWY
100561,SOUTHERN BLVD/BRONX PARK SOUTH
100562,SOUTHERN BLVD/E 183 ST
100563,SOUTHERN BLVD/E 187 ST
100564,SOUTHERN BLVD/E 189 ST
100565,EAST FORDHAM RD/CAMBERLENG AV
100567,EASTFORDHAM RD/BATHGATE AV
100571,EAST KINGSBRIDGE RD/E 192 ST
100573,EAST KINGSBRIDGE RD/MORRIS AV
100576,WEST KINGSBRIDGE RD/KINGSBRIDGE TERR
100579,W 225 ST/BROADWAY
100582,BROADWAY/W 231 ST
100583,BROADWAY/W 234 ST
100585,BROADWAY/W 238 ST
100586,BROADWAY/VAN CORTLANDT PARK SOUTH
100587,BROADWAY/W 242 ST
100588,BROADWAY/W 246 ST
100589,BROADWAY/W 251 ST
100590,BROADWAY/LAKE VIEW PL
100591,BROADWAY/W 254 ST
100592,BROADWAY/MOSHOLU AV
100594,BROADWAY/W 260 ST
100595,BROADWAY/W 262 ST
100606,RIVERDALE AV/W 263 ST
100607,RIVERDALE AV/W 263 ST
100608,BROADWAY/W 262 ST
100609,BROADWAY/W 260 ST
100610,BROADWAY/MOSHOLU AV
100612,BROADWAY/W 254 ST
100613,BROADWAY/LAKE VIEW PL
100614,BROADWAY/W 251 ST
100615,BROADWAY/W 246 ST
100616,BROADWAY/W 242 ST
100617,BROADWAY/W 240 ST
100618,BROADWAY/W 238 ST
100620,BROADWAY/W 234 ST
100621,BROADWAY/W 231 ST
100624,W 225 ST/BROADWAY
100626,WEST KINGSBRIDGE RD/HEATH AV
100627,WEST KINGSBRIDGE RD/KINGSBRIDGE TERR
100629,WEST KINGSBRIDGE RD/UNIVERSITY AV
100630,WEST KINGSBRIDGE RD/JEROME AV
100631,EAST KINGSBRIDGE RD/GRAND CONCOURSE
100632,EAST KINGSBRIDGE RD/E 192 ST
100633,EAST KINGSBRIDGE RD/E FORDHAM RD
100636,EAST FORDHAM RD/BATHGATE AV
100640,SOUTHERN BLVD/EAST FORDHAM RD
100641,SOUTHERN BLVD/E 187 ST
100642,SOUTHERN BLVD/E 183 ST
100643,SOUTHERN BLVD/E 182 ST
100644,E 180 ST/MOHEGAN AV
100645,E 180 ST/DALY AV
100646,BOSTON RD/E 180 ST
100647,BOSTON RD/E 178 ST
100652,BAINBRIDGE AV/RESERVOIR OVAL E
100654,EAST GUN HILL RD/BAINBRIDGE AV
100655,EAST GUN HILL RD/DE KALB AV
100657,JEROME AV/E 205 ST
100675,KAPPOCK ST/JOHNSON AV
100676,KAPPOCK ST/KNOLLS CRES
100677,HENRY HUDSON PKWY EAST/W 227 ST
100678,HENRY HUDSON PKWY EAST/W 232 ST
100679,HENRY HUDSON PKWY EAST/W 235 ST
100680,HENRY HUDSON PKWY EAST/W 238 ST
100700,HENRY HUDSON PKWY WEST/W 239 ST
100701,HENRY HUDSON PKWY WEST/W 237 ST
100702,HENRY HUDSON PKWY WEST/W 236 ST
100703,HENRY HUDSON PKWY WEST/W 232 ST
100704,HENRY HUDSON PKWY WEST/W 227 ST
100705,HENRY HUDSON PKWY WEST/INDEPENDENCE AV
100706,KAPPOCK ST/KNOLLS CRES
100707,KAPPOCK ST/JOHNSON AV
100723,W 205 ST/PAUL AV
100726,JEROME AV/E 205 ST
100727,JEROME AV/EAST MOSHOLU PKWY NORTH
100729,BAINBRIDGE AV/E 210 ST
100730,BAINBRIDGE AV/E 210 ST
100731,BAINBRIDGE AV/VAN CORTLANDT AV EAST
100737,OGDEN AV/UNIVERSITY AV
100740,OGDEN AV/W 169 ST
100742,WOODYCREST AV/W 168 ST
100743,SHAKESPEARE AV/W 169 ST
100744,W 170 ST/EDWARD L GRANT HWY
100745,W 170 ST/JEROME AV
100749,E 170 ST/CLAY AV
100750,CLAY AV/E 171 ST
100751,CLAREMONT PKWY/WEBSTER AV
100752,CLAREMONT PKWY/WASHINGTON AV
100753,CLAREMONT PKWY/3 AV
100754,CLAREMONT PKWY/CROTONA AV
100762,CLAREMONT PKWY/CROTONA PARK EAST
100763,CLAREMONT PKWY/CROTONA AV
100764,CLAREMONT PKWY/3 AV
100765,CLAREMONT PKWY/WASHINGTON AV
100766,CLAREMONT PKWY/WEBSTER AV
100768,E 170 ST/TELLER AV
100769,E 170 ST/COLLEGE AV
100772,E 170 ST/JEROME AV
100775,SHAKESPEARE AV/W 169 ST
100779,PLIMPTON AV/EDWARD L GRANT HWY
100796,WEST FORDHAM RD/UNIVERSITY AV
100797,EAST FORDHAM RD/WALTON AV
100798,EAST FORDHAM RD/GRAND CONCOURSE
100799,EAST FORDHAM RD/VALENTINE AV
100807,EAST FORDHAM RD/SOUTHERN BLVD
100808,PELHAM PKWY/WHITE PLAINS RD
100809,PELHAM PKWY/MULINER AV
100811,PELHAM PKWY/WILLIAMSBRIDGE RD
100820,CITY ISLAND AV/KILROE ST
100822,CITY ISLAND AV/BEACH ST
100823,CITY ISLAND AV/DITMARS ST
100824,CITY ISLAND AV/FORDHAM ST
100826,CITY ISLAND AV/WINTERS ST
100827,CITY ISLAND AV/PELL PL
100828,CITY ISLAND AV/PILOT ST
100829,CITY ISLAND AV/ROCHELLE ST
100840,PELHAM PKWY/WILLIAMSBRIDGE RD
100842,PELHAM PKWY/WHITE PLAINS RD
100843,EAST FORDHAM RD/SOUTHERN BLVD
100849,EAST FORDHAM RD/VALENTINE AV
100850,E FORDHAM RD/E 190 ST
100851,E FORDHAM RD/JEROME AV
100854,W FORDHAM RD/SEDGWICK AV
100860,CITY ISLAND AV/ROCHELLE ST
100861,CITY ISLAND AV/PILOT ST
100862,CITY ISLAND AV/PELL PL
100863,CITY ISLAND AV/WINTERS ST
100865,CITY ISLAND AV/FORDHAM ST
100866,CITY ISLAND AV/DITMARS ST
100867,CITY ISLAND AV/BEACH ST
100869,CITY ISLAND AV/KILROE ST
100870,CITY ISLAND RD/CITY ISLAND CIRCLE
100876,ELTON AV/E 161 ST
100883,JEROME AV/W 161 ST
100884,OGDEN AV/W 162 ST
100893,OGDEN AV/W 164 ST
100895,OGDEN AV/W 166 ST
100897,OGDEN AV/W 168 ST
100922,OGDEN AV/W 168 ST
100924,OGDEN AV/W 166 ST
100926,OGDEN AV/W 164 ST
100927,OGDEN AV/W 162 ST
100946,WESTCHESTER AV/MIDDLETOWN RD
100947,WESTCHESTER AV/ROBERTS AV
100948,WESTCHESTER AV/CROSBY AV
100949,WESTCHESTER AV/MAHAN AV
100950,WESTCHESTER AV/WILKINSON AV
100956,COUNTRY CLUB RD/KEARNEY AV
100960,CAMPBELL DR/STADIUM AV
100961,CAMPBELL DR/AGAR PL
100962,CAMPBELL DR/COUNTRY CLUB RD
100965,RADIO DR/LUCERNE ST
100966,RADIO DR/GRISWOLD AV
100967,RESEARCH AV/AMPERE AV
100977,COUNTRY CLUB RD/MC DONOUGH PL
100981,WESTCHESTER AV/WILKINSON AV
100982,WESTCHESTER AV/SAINT THERESA AV
100983,WESTCHESTER AV/BUHRE AV
100984,WESTCHESTER AV/ROBERTS AV
100985,WESTCHESTER AV/HUTCHINSON RIVER PKWY
101021,3 AV/E 153 ST
101027,3 AV/E 166 ST
101028,3 AV/E 168 ST
101029,3 AV/E 169 ST
101030,3 AV/ST PAULS PL
101034,3 AV/E 175 ST
101036,3 AV/E 180 ST
101055,3 AV/ST PAULS PL
101057,3 AV/E 168 ST
101058,3 AV/E 166 ST
101059,3 AV/E 163 ST
101061,3 AV/E 158 ST
101063,3 AV/E 154 ST
101066,3 AV/E 150 ST
101074,E 138 ST/3 AV
101137,BAINBRIDGE AV/E 212 ST
101138,BAINBRIDGE AV/JEROME AV
101140,E 233 ST/NAPIER AV
101142,E 233 ST/KEPLER AV
101146,WEBSTER AV/NEREID AV
101147,NEREID AV/CARPENTER AV
101148,NEREID AV/WHITE PLAINS RD
101149,NEREID AV/BYRON AV
101150,NEREID AV/BRUNER AV
101152,BAYCHESTER AV/PITMAN AV
101153,BAYCHESTER AV/EDENWALD AV
101154,E 233 ST/BAYCHESTER AV
101155,E 233 ST/MURDOCK AV
101156,E 233 ST/SETON AV
101157,E 233 ST/SECOR AV
101158,DYRE AV/LIGHT ST
101159,DYRE AV/BOSTON RD
101160,BOSTON RD/CONNER ST
101161,MCOWEN AV/BOSTON RD
101162,HOLLERS AV/ROPES AV
101163,ROPES AV/BOSTON RD
101164,NEREID AV/MURDOCK AV
101165,NEREID AV/MUNDY LA
101166,MUNDY LN/PITMAN AV
101167,ROPES AV/BOSTON RD
101169,DYRE AV/BOSTON RD
101170,DYRE AV/LIGHT ST
101171,E 233 ST/DYRE AV
101173,E 233 ST/SETON AV
101174,E 233 ST/MURDOCK AV
101175,BAYCHESTER AV/E 233 ST
101176,BAYCHESTER AV/EDENWALD AV
101177,BAYCHESTER AV/PITMAN AV
101178,SANFORD BLVD/S 11 AV
101179,NEREID AV/SETON AV
101180,NEREID AV/MURDOCK AV
101181,NEREID AV/BAYCHESTER AV
101182,NEREID AV/BRUNER AV
101183,NEREID AV/BYRON AV
101184,NEREID AV/WHITE PLAINS RD
101185,NEREID AV/CARPENTER AV
101186,WEBSTER AV/E 240 ST
101187,WEBSTER AV/E 235 ST
101188,WEBSTER AV/E 233 ST
101189,E 233 ST/KATONAH AV
101190,E 233 ST/KEPLER AV
101192,E 233 ST/NAPIER AV
101193,BAINBRIDGE AV/JEROME AV
101194,BAINBRIDGE AV/E 212 ST
101201,E 134 ST/WILLOW AV
101207,PROSPECT AV/E 149 ST
101208,PROSPECT AV/KELLY ST
101209,PROSPECT AV/E 156 ST
101210,PROSPECT AV/WESTCHESTER AV
101211,PROSPECT AV/E 163 ST
101213,PROSPECT AV/E 166 ST
101214,PROSPECT AV/HOME ST
101215,PROSPECT AV/E 169 ST
101216,PROSPECT AV/RITTER PL
101217,PROSPECT AV/BOSTON RD
101218,CROTONA AV/CLAREMONT PKWY
101219,CROTONA AV/E 175 ST
101223,CROTONA AV/E 180 ST
101224,CROTONA AV/E 182 ST
101225,CROTONA AV/E 183 ST
101226,CROTONA AV/E 187 ST
101227,CROTONA AV/EAST FORDHAM RD
101236,CROTONA AV/E 189 ST
101237,CROTONA AV/E 187 ST
101238,CROTONA AV/E 183 ST
101239,CROTONA AV/E 182 ST
101240,CROTONA AV/E 180 ST
101244,CROTONA AV/E 175 ST
101245,CROTONA AV/CLAREMONT PKWY
101246,PROSPECT AV/BOSTON RD
101247,PROSPECT AV/RITTER PL
101248,PROSPECT AV/E 169 ST
101249,PROSPECT AV/HOME ST
101250,PROSPECT AV/E 166 ST
101252,PROSPECT AV/E 163 ST
101253,PROSPECT AV/WESTCHESTER AV
101254,PROSPECT AV/E 156 ST
